"100bp_paired" "50bp_paired" "100bp_single" "50bp_single"
"1451" "BnaA09g10240D" "BnaC02g48780D" "BnaA10g27510D" "BnaC01g29730D"
"1452" "BnaC03g31010D" "BnaC03g05100D" "BnaA04g21520D" "BnaCnng01130D"
"1453" "BnaC02g04970D" "BnaC02g42870D" "BnaC01g39020D" "BnaA09g01120D"
"1454" "BnaCnng02800D" "BnaA03g10340D" "BnaC04g56440D" "BnaA04g18210D"
"1455" "BnaAnng34660D" "BnaCnng29130D" "BnaA04g19500D" "BnaA03g53920D"
"1456" "BnaC02g42370D" "BnaC01g38680D" "BnaC02g02760D" "BnaC01g35910D"
"1457" "BnaA09g01430D" "BnaC07g42740D" "BnaC09g50620D" "BnaCnng03310D"
"1458" "BnaC03g09230D" "BnaA07g32610D" "BnaCnng02880D" "BnaCnng30150D"
"1459" "BnaC03g22410D" "BnaA09g45240D" "BnaA08g00040D" "BnaA08g06750D"
"1460" "BnaA05g03080D" "BnaA07g13070D" "BnaC02g01890D" "BnaC09g01660D"
"1461" "BnaC08g44000D" "BnaC06g40720D" "BnaC08g37390D" "BnaA03g60190D"
"1462" "BnaC05g45860D" "BnaC02g41870D" "BnaC05g03390D" "BnaA06g14500D"
"1463" "BnaC08g44850D" "BnaC06g03310D" "BnaCnng50320D" "BnaA09g28540D"
"1464" "BnaA03g41380D" "BnaA10g27380D" "BnaC02g13510D" "BnaA04g01020D"
"1465" "BnaCnng05610D" "BnaC02g05970D" "BnaA09g51620D" "BnaA08g27290D"
"1466" "BnaC04g38810D" "BnaC02g06080D" "BnaC09g00220D" "BnaA01g24020D"
"1467" "BnaCnng33810D" "BnaC02g06970D" "BnaA08g00050D" "BnaA03g59840D"
"1468" "BnaA09g05250D" "BnaC02g45840D" "BnaC02g37000D" "BnaC07g11430D"
"1469" "BnaC02g06350D" "BnaA09g50700D" "BnaCnng65610D" "BnaA10g11050D"
"1470" "BnaCnng03180D" "BnaAnng08680D" "BnaA07g01920D" "BnaA09g29340D"
"1471" "BnaA09g23930D" "BnaA09g29500D" "BnaA10g25240D" "BnaA10g24280D"
"1472" "BnaC01g36900D" "BnaC03g09230D" "BnaA06g34210D" "BnaC09g02710D"
"1473" "BnaA04g04980D" "BnaA10g11030D" "BnaCnng10890D" "BnaC02g01890D"
"1474" "BnaC03g27430D" "BnaC02g34270D" "BnaA09g42790D" "BnaA06g07360D"
"1475" "BnaC03g74030D" "BnaC04g12010D" "BnaA04g14000D" "BnaA07g14340D"
"1476" "BnaC03g25620D" "BnaA02g13090D" "BnaAnng08680D" "BnaA02g02400D"
"1477" "BnaCnng03740D" "BnaC03g03860D" "BnaC03g03050D" "BnaC07g09600D"
"1478" "BnaC08g44160D" "BnaC03g01210D" "BnaA10g27660D" "BnaC09g50550D"
"1479" "BnaA01g24480D" "BnaA03g00040D" "BnaC06g41200D" "BnaA09g50000D"
"1480" "BnaC07g33330D" "BnaC01g00710D" "BnaC09g02730D" "BnaC06g14440D"
"1481" "BnaC06g41750D" "BnaCnng03310D" "BnaC02g34270D" "BnaC01g19920D"
"1482" "BnaC09g03910D" "BnaC07g40350D" "BnaC03g02350D" "BnaC03g00110D"
"1483" "BnaC02g06430D" "BnaC03g05630D" "BnaA01g28500D" "BnaA04g13150D"
"1484" "BnaAnng06350D" "BnaC01g02020D" "BnaA02g25420D" "BnaA01g36040D"
"1485" "BnaA02g04080D" "BnaC03g70790D" "BnaC03g03750D" "BnaAnng19350D"
"1486" "BnaC06g43820D" "BnaC04g38810D" "BnaCnng03740D" "BnaC07g39140D"
"1487" "BnaA09g01550D" "BnaA09g50000D" "BnaA10g17180D" "BnaC02g03080D"
"1488" "BnaCnng48990D" "BnaC04g45950D" "BnaA09g25860D" "BnaC02g42650D"
"1489" "BnaA08g00030D" "BnaA07g14540D" "BnaC08g44290D" "BnaC06g40570D"
"1490" "BnaA07g01640D" "BnaCnng36920D" "BnaA03g53860D" "BnaC09g50440D"
"1491" "BnaC08g45090D" "BnaA03g54350D" "BnaC02g39100D" "BnaA01g32710D"
"1492" "BnaA07g35120D" "BnaC09g02710D" "BnaC08g44990D" "BnaC09g50420D"
"1493" "BnaC08g02750D" "BnaC05g48740D" "BnaC01g13560D" "BnaA06g35250D"
"1494" "BnaAnng07420D" "BnaA02g05400D" "BnaC03g05140D" "BnaCnng10380D"
"1495" "BnaA02g08950D" "BnaC02g40730D" "BnaC04g32510D" "BnaC02g05080D"
"1496" "BnaA06g03780D" "BnaC03g36580D" "BnaC03g25620D" "BnaC05g10310D"
"1497" "BnaCnng50050D" "BnaC03g46060D" "BnaA01g32710D" "BnaA06g00850D"
"1498" "BnaA07g06720D" "BnaCnng31950D" "BnaC07g10260D" "BnaC03g22570D"
"1499" "BnaA06g00850D" "BnaA06g26510D" "BnaA04g10690D" "BnaC07g22260D"
"1500" "BnaC02g06160D" "BnaC08g44000D" "BnaA05g03070D" "BnaA01g01550D"
"1501" "BnaA01g26490D" "BnaC06g14440D" "BnaC07g30450D" "BnaA01g12130D"
"1502" "BnaA07g11250D" "BnaCnng01120D" "BnaCnng48990D" "BnaA08g00090D"
"1503" "BnaC09g50460D" "BnaA05g07320D" "BnaAnng27100D" "BnaC02g01050D"
"1504" "BnaC05g47680D" "BnaA08g00030D" "BnaA03g00260D" "BnaC03g02220D"
"1505" "BnaAnng02510D" "BnaA06g00950D" "BnaA03g15930D" "BnaCnng02660D"
"1506" "BnaA03g59140D" "BnaC02g44120D" "BnaA02g02400D" "BnaAnng32170D"
"1507" "BnaC02g01330D" "BnaC02g41410D" "BnaA09g31710D" "BnaCnng34050D"
"1508" "BnaC02g42050D" "BnaCnng56050D" "BnaAnng19350D" "BnaA03g21180D"
"1509" "BnaA04g14000D" "BnaC03g25620D" "BnaA08g29810D" "BnaA05g20160D"
"1510" "BnaA08g03900D" "BnaA10g27400D" "BnaC06g19300D" "BnaA02g13310D"
"1511" "BnaCnng02740D" "BnaC08g44290D" "BnaC01g13210D" "BnaC03g41590D"
"1512" "BnaCnng10440D" "BnaC09g10680D" "BnaA09g29500D" "BnaC08g02750D"
"1513" "BnaCnng02880D" "BnaC09g02020D" "BnaC06g14440D" "BnaC06g28980D"
"1514" "BnaC03g03750D" "BnaC03g32910D" "BnaA01g37280D" "BnaC03g03880D"
"1515" "BnaC07g10260D" "BnaC02g02260D" "BnaA06g02850D" "BnaA03g55000D"
"1516" "BnaC03g03600D" "BnaA05g20160D" "BnaCnng49000D" "BnaC03g02750D"
"1517" "BnaC08g12440D" "BnaA06g09650D" "BnaA06g00070D" "BnaCnng03560D"
"1518" "BnaA09g01390D" "BnaA07g01920D" "BnaA03g53250D" "BnaA03g47700D"
"1519" "BnaA10g17430D" "BnaC09g50550D" "BnaA10g27380D" "BnaC08g32940D"
"1520" "BnaC07g05150D" "BnaA01g19500D" "BnaA10g27400D" "BnaA06g01030D"
"1521" "BnaC03g04190D" "BnaA10g27210D" "BnaAnng20790D" "BnaA09g47320D"
"1522" "BnaC05g10310D" "BnaA01g23640D" "BnaCnng34050D" "BnaC09g03410D"
"1523" "BnaA09g01180D" "BnaC02g02760D" "BnaA07g32730D" "BnaC01g18700D"
"1524" "BnaC05g10850D" "BnaC09g01670D" "BnaC02g22480D" "BnaC03g00940D"
"1525" "BnaC02g06700D" "BnaA08g23400D" "BnaCnng29130D" "BnaCnng02720D"
"1526" "BnaA03g50720D" "BnaCnng29200D" "BnaC03g43900D" "BnaC05g45280D"
"1527" "BnaCnng19480D" "BnaC08g42750D" "BnaA07g20480D" "BnaC04g12010D"
"1528" "BnaC09g43770D" "BnaA07g37270D" "BnaC03g02650D" "BnaC05g45860D"
"1529" "BnaA04g17580D" "BnaC03g62950D" "BnaC09g01660D" "BnaA01g05120D"
"1530" "BnaC03g02600D" "BnaC09g03030D" "BnaC08g14970D" "BnaC02g02190D"
"1531" "BnaA03g00200D" "BnaC02g04970D" "BnaA07g34220D" "BnaA05g26090D"
"1532" "BnaC06g40270D" "BnaC03g02750D" "BnaC03g63910D" "BnaC07g26380D"
"1533" "BnaCnng29060D" "BnaA10g20710D" "BnaC09g38510D" "BnaC08g42290D"
"1534" "BnaA03g59840D" "BnaCnng76110D" "BnaC03g41820D" "BnaA03g16230D"
"1535" "BnaC03g01220D" "BnaA03g00260D" "BnaC03g36580D" "BnaC02g42560D"
"1536" "BnaAnng02460D" "BnaA07g25940D" "BnaA09g45240D" "BnaC02g01530D"
"1537" "BnaC09g41600D" "BnaA09g03790D" "BnaA01g30430D" "BnaA03g00480D"
"1538" "BnaCnng43890D" "BnaC02g27330D" "BnaC07g07750D" "BnaC03g02370D"
"1539" "BnaAnng09550D" "BnaC07g42400D" "BnaCnng03500D" "BnaC09g17130D"
"1540" "BnaA08g29910D" "BnaA10g08190D" "BnaCnng03310D" "BnaC09g03160D"
"1541" "BnaA01g05230D" "BnaAnng23250D" "BnaCnng31950D" "BnaC03g07490D"
"1542" "BnaC06g42250D" "BnaCnng50050D" "BnaC02g01460D" "BnaCnng42640D"
"1543" "BnaCnng71620D" "BnaCnng20090D" "BnaC02g03240D" "BnaC05g10690D"
"1544" "BnaA02g04470D" "BnaA10g20830D" "BnaA09g06830D" "BnaCnng25210D"
"1545" "BnaC08g26160D" "BnaC09g02330D" "BnaAnng32540D" "BnaC02g02340D"
"1546" "BnaCnng35620D" "BnaC06g26630D" "BnaC05g00380D" "BnaA03g34920D"
"1547" "BnaC04g38730D" "BnaC03g01520D" "BnaA06g37450D" "BnaA09g49260D"
"1548" "BnaA03g00480D" "BnaC08g42290D" "BnaA09g00480D" "BnaA05g02120D"
"1549" "BnaC09g03010D" "BnaA07g01640D" "BnaA05g25820D" "BnaC08g30170D"
"1550" "BnaC03g02370D" "BnaC07g44910D" "BnaC09g03240D" "BnaC09g50790D"
"1551" "BnaA03g54190D" "BnaCnng02720D" "BnaA07g17540D" "BnaA06g23000D"
"1552" "BnaAnng40850D" "BnaA06g20390D" "BnaC03g03330D" "BnaC02g03480D"
"1553" "BnaC08g50090D" "BnaC03g19930D" "BnaC02g42120D" "BnaA05g33310D"
"1554" "BnaA03g25840D" "BnaC05g48440D" "BnaC09g38450D" "BnaCnng33820D"
"1555" "BnaCnng40340D" "BnaCnng55010D" "BnaC05g25980D" "BnaC08g43830D"
"1556" "BnaC01g35940D" "BnaC02g00700D" "BnaC04g12010D" "BnaC03g21810D"
"1557" "BnaC01g36500D" "BnaA07g15430D" "BnaC03g09500D" "BnaC02g01330D"
"1558" "BnaA05g07320D" "BnaC07g20970D" "BnaC03g66670D" "BnaA07g19310D"
"1559" "BnaC03g76510D" "BnaA07g20480D" "BnaC02g13390D" "BnaA03g34080D"
"1560" "BnaC09g01670D" "BnaAnng29030D" "BnaA01g23640D" "BnaA02g07080D"
"1561" "BnaC03g01150D" "BnaA03g21180D" "BnaC02g00700D" "BnaC03g03430D"
"1562" "BnaC09g00070D" "BnaA04g12070D" "BnaC06g40720D" "BnaCnng46720D"
"1563" "BnaC08g04910D" "BnaC02g39500D" "BnaC03g74030D" "BnaCnng00830D"
"1564" "BnaC08g50110D" "BnaC03g04970D" "BnaC02g07380D" "BnaA03g54190D"
"1565" "BnaA02g36470D" "BnaA03g25470D" "BnaA02g36110D" "BnaA01g22130D"
"1566" "BnaA01g32180D" "BnaC02g22830D" "BnaC03g00770D" "BnaA02g03490D"
"1567" "BnaCnng36030D" "BnaC06g40570D" "BnaAnng17440D" "BnaC03g46060D"
"1568" "BnaA09g16260D" "BnaAnng40820D" "BnaA09g04340D" "BnaC03g62930D"
"1569" "BnaC03g09780D" "BnaC08g02750D" "BnaA07g15930D" "BnaCnng43890D"
"1570" "BnaC04g00930D" "BnaCnng19480D" "BnaCnng33060D" "BnaC07g10140D"
"1571" "BnaC05g48650D" "BnaAnng34660D" "BnaA04g08400D" "BnaA06g23160D"
"1572" "BnaA07g23190D" "BnaC08g50110D" "BnaC03g01880D" "BnaCnng10890D"
"1573" "BnaA03g15930D" "BnaC02g42300D" "BnaCnng25210D" "BnaC02g05590D"
"1574" "BnaC06g34710D" "BnaA06g02740D" "BnaA09g17710D" "BnaC03g03630D"
"1575" "BnaAnng33600D" "BnaC02g34700D" "BnaC09g50440D" "BnaA09g23930D"
"1576" "BnaC08g36240D" "BnaC03g04930D" "BnaA06g21280D" "BnaAnng25850D"
"1577" "BnaA01g23640D" "BnaA02g06620D" "BnaA10g08190D" "BnaA06g31380D"
"1578" "BnaC09g02560D" "BnaA04g23590D" "BnaC02g06950D" "BnaA02g02440D"
"1579" "BnaC01g38680D" "BnaA07g11250D" "BnaA04g12070D" "BnaC01g38550D"
"1580" "BnaC01g12520D" "BnaC08g45200D" "BnaA10g09080D" "BnaA10g27570D"
"1581" "BnaA08g26670D" "BnaA09g01180D" "BnaC02g06350D" "BnaC03g43900D"
"1582" "BnaC09g50700D" "BnaA07g34270D" "BnaCnng03260D" "BnaC07g40370D"
"1583" "BnaA03g34080D" "BnaC02g00070D" "BnaCnng31970D" "BnaA07g11250D"
"1584" "BnaC01g18110D" "BnaC03g09780D" "BnaA09g42520D" "BnaC02g06760D"
"1585" "BnaA03g55000D" "BnaA07g09580D" "BnaC03g02340D" "BnaC04g46130D"
"1586" "BnaC03g03770D" "BnaUnng02750D" "BnaCnng36920D" "BnaA07g06500D"
"1587" "BnaC09g50600D" "BnaC09g03090D" "BnaA01g12130D" "BnaC01g36500D"
"1588" "BnaC02g48490D" "BnaC03g00200D" "BnaC02g01950D" "BnaA05g03080D"
"1589" "BnaA07g14340D" "BnaC07g05450D" "BnaC09g44720D" "BnaA10g27400D"
"1590" "BnaC03g05090D" "BnaA10g22980D" "BnaC05g10690D" "BnaA04g04230D"
"1591" "BnaUnng02450D" "BnaC06g20370D" "BnaC01g10220D" "BnaA02g02820D"
"1592" "BnaC03g02750D" "BnaC03g01620D" "BnaC03g26990D" "BnaCnng36510D"
"1593" "BnaA05g17060D" "BnaA10g13000D" "BnaC03g32910D" "BnaA06g06640D"
"1594" "BnaC07g42740D" "BnaC03g27430D" "BnaAnng01080D" "BnaA09g35180D"
"1595" "BnaC03g46120D" "BnaAnng06350D" "BnaA09g15430D" "BnaCnng35620D"
"1596" "BnaC08g45160D" "BnaA01g24480D" "BnaC09g50550D" "BnaC05g03230D"
"1597" "BnaC04g05110D" "BnaC02g28380D" "BnaA05g19380D" "BnaC09g50270D"
"1598" "BnaC02g31150D" "BnaA09g43800D" "BnaA07g24260D" "BnaC06g40390D"
"1599" "BnaA09g20360D" "BnaC09g03300D" "BnaC02g05970D" "BnaAnng17510D"
"1600" "BnaC06g29510D" "BnaA07g32730D" "BnaCnng50050D" "BnaC02g03190D"
"1601" "BnaA08g13040D" "BnaCnng02880D" "BnaA09g29340D" "BnaCnng00080D"
"1602" "BnaC02g41300D" "BnaCnng40340D" "BnaA01g08560D" "BnaCnng04030D"
"1603" "BnaC09g01630D" "BnaA09g29340D" "BnaC09g03280D" "BnaC09g20070D"
"1604" "BnaC03g03160D" "BnaCnng48990D" "BnaC08g04910D" "BnaCnng36030D"
"1605" "BnaC02g37640D" "BnaA09g00480D" "BnaA10g17430D" "BnaC06g40420D"
"1606" "BnaC02g01470D" "BnaA08g11240D" "BnaA05g03080D" "BnaCnng03260D"
"1607" "BnaC04g32510D" "BnaC06g41200D" "BnaC06g40430D" "BnaC02g05050D"
"1608" "BnaA10g21510D" "BnaC02g37000D" "BnaC09g50270D" "BnaC06g34710D"
"1609" "BnaUnng03610D" "BnaA03g59140D" "BnaA06g14920D" "BnaC08g40320D"
"1610" "BnaA01g14940D" "BnaA03g00200D" "BnaC01g23560D" "BnaA08g11240D"
"1611" "BnaA03g40460D" "BnaA09g38200D" "BnaC08g02750D" "BnaA06g03510D"
"1612" "BnaC06g40570D" "BnaA08g13040D" "BnaC01g12520D" "BnaA03g52970D"
"1613" "BnaA10g27570D" "BnaA05g34600D" "BnaC04g37270D" "BnaA08g27470D"
"1614" "BnaC09g50440D" "BnaC03g64930D" "BnaA03g59840D" "BnaA07g06720D"
"1615" "BnaC03g01210D" "BnaC02g03550D" "BnaA10g22980D" "BnaA02g02540D"
"1616" "BnaA09g03800D" "BnaC09g20070D" "BnaA06g21400D" "BnaC09g43760D"
"1617" "BnaC03g00120D" "BnaA03g59840D" "BnaC02g01730D" "BnaC01g37770D"
"1618" "BnaC02g05950D" "BnaA07g15250D" "BnaC06g04090D" "BnaC01g36230D"
"1619" "BnaC02g00700D" "BnaA07g01710D" "BnaC09g39050D" "BnaA01g31250D"
"1620" "BnaAnng16920D" "BnaC08g30770D" "BnaC03g09780D" "BnaC02g03250D"
"1621" "BnaA06g14500D" "BnaC05g10310D" "BnaA08g03900D" "BnaC04g00930D"
"1622" "BnaA06g02740D" "BnaA01g22130D" "BnaC02g42370D" "BnaA04g00570D"
"1623" "BnaA03g25830D" "BnaA01g08560D" "BnaC02g04970D" "BnaA08g13810D"
"1624" "BnaCnng03860D" "BnaC02g41560D" "BnaC03g01950D" "BnaC02g06250D"
"1625" "BnaC02g06950D" "BnaC03g71360D" "BnaA07g01640D" "BnaCnng54340D"
"1626" "BnaA06g21830D" "BnaA04g13150D" "BnaA04g00570D" "BnaC09g42380D"
"1627" "BnaA05g25770D" "BnaA05g03080D" "BnaA03g59140D" "BnaC07g30450D"
"1628" "BnaA08g27970D" "BnaC03g04820D" "BnaCnng67890D" "BnaA01g18800D"
"1629" "BnaC09g10680D" "BnaC06g41750D" "BnaA01g24480D" "BnaC01g40070D"
"1630" "BnaA08g23840D" "BnaA07g14340D" "BnaC02g22830D" "BnaA06g02700D"
"1631" "BnaA04g21490D" "BnaC03g76830D" "BnaC08g43840D" "BnaA10g04170D"
"1632" "BnaA04g19070D" "BnaCnng71750D" "BnaC03g76830D" "BnaA03g00200D"
"1633" "BnaC06g41260D" "BnaC03g00960D" "BnaC03g04820D" "BnaC02g18200D"
"1634" "BnaC07g11430D" "BnaC01g23180D" "BnaA05g25770D" "BnaCnng41830D"
"1635" "BnaC03g41590D" "BnaAnng02560D" "BnaC01g36500D" "BnaA06g11880D"
"1636" "BnaC03g32910D" "BnaA06g03780D" "BnaC04g46200D" "BnaC01g35940D"
"1637" "BnaC02g06100D" "BnaA10g14140D" "BnaA03g00040D" "BnaC08g36960D"
"1638" "BnaC09g50170D" "BnaC03g03800D" "BnaC02g00480D" "BnaA09g47560D"
"1639" "BnaC04g17850D" "BnaA03g55780D" "BnaA08g27290D" "BnaC06g41260D"
"1640" "BnaAnng29030D" "BnaA01g36040D" "BnaA02g17740D" "BnaA07g15090D"
"1641" "BnaA03g05680D" "BnaCnng23950D" "BnaCnng05610D" "BnaC08g36760D"
"1642" "BnaC02g07610D" "BnaA08g00150D" "BnaC03g04090D" "BnaC01g10250D"
"1643" "BnaC02g07290D" "BnaC03g05120D" "BnaC03g09230D" "BnaC03g02650D"
"1644" "BnaCnng00830D" "BnaCnng34050D" "BnaCnng71750D" "BnaC09g03080D"
"1645" "BnaC03g03430D" "BnaA03g52970D" "BnaA09g50000D" "BnaC08g44810D"
"1646" "BnaC07g04670D" "BnaCnng10440D" "BnaC02g26220D" "BnaA03g40310D"
"1647" "BnaA01g36040D" "BnaA06g15040D" "BnaA10g21580D" "BnaC03g36580D"
"1648" "BnaC03g03220D" "BnaC02g01040D" "BnaA05g30990D" "BnaC09g03010D"
"1649" "BnaA07g34220D" "BnaA06g23000D" "BnaA09g47320D" "BnaC04g53180D"
"1650" "BnaA07g16640D" "BnaA03g32210D" "BnaCnng02720D" "BnaC03g03480D"
"1651" "BnaA09g15250D" "BnaC06g16980D" "BnaA06g03780D" "BnaC02g02260D"
"1652" "BnaA09g01770D" "BnaC02g42050D" "BnaC01g38610D" "BnaA01g22030D"
"1653" "BnaC02g01520D" "BnaC08g04910D" "BnaA03g50720D" "BnaA02g03020D"
"1654" "BnaC02g00070D" "BnaA10g28170D" "BnaC03g22410D" "BnaC06g31580D"
"1655" "BnaA05g07820D" "BnaCnng43890D" "BnaC09g50690D" "BnaCnng71620D"
"1656" "BnaC01g02610D" "BnaA02g08950D" "BnaC09g03010D" "BnaA08g16800D"
"1657" "BnaA03g45010D" "BnaC02g03240D" "BnaA03g54190D" "BnaA06g39840D"
"1658" "BnaC06g41270D" "BnaC09g39050D" "BnaC02g39130D" "BnaA03g55040D"
"1659" "BnaC04g23180D" "BnaC09g02350D" "BnaA03g60190D" "BnaC02g31150D"
"1660" "BnaC08g44830D" "BnaC03g48560D" "BnaC06g29510D" "BnaC02g00410D"
"1661" "BnaA06g32560D" "BnaC07g10740D" "BnaC02g42050D" "BnaA09g03900D"
"1662" "BnaC03g00850D" "BnaA10g16720D" "BnaC06g40570D" "BnaA04g18910D"
"1663" "BnaC02g01890D" "BnaC08g38870D" "BnaC07g22260D" "BnaA02g00210D"
"1664" "BnaC03g62930D" "BnaCnng00830D" "BnaA06g14210D" "BnaC08g45160D"
"1665" "BnaCnng48300D" "BnaA04g21400D" "BnaC05g51060D" "BnaA04g12070D"
"1666" "BnaUnng02750D" "BnaA04g04980D" "BnaCnng29060D" "BnaC02g22480D"
"1667" "BnaC09g03080D" "BnaA06g11370D" "BnaC08g45090D" "BnaC09g38420D"
"1668" "BnaC09g50270D" "BnaC01g38610D" "BnaCnng38520D" "BnaC02g07510D"
"1669" "BnaAnng23390D" "BnaC04g46200D" "BnaA07g14340D" "BnaA07g11280D"
"1670" "BnaAnng39790D" "BnaC03g01730D" "BnaA07g06720D" "BnaAnng33250D"
"1671" "BnaA01g12860D" "BnaA03g51910D" "BnaC05g48830D" "BnaCnng60040D"
"1672" "BnaA10g04950D" "BnaC07g21650D" "BnaC02g41870D" "BnaC02g01060D"
"1673" "BnaC08g14800D" "BnaA09g20360D" "BnaC03g71110D" "BnaC03g01880D"
"1674" "BnaCnng03610D" "BnaC01g29730D" "BnaC02g00230D" "BnaA09g01330D"
"1675" "BnaC03g00570D" "BnaA10g17120D" "BnaCnng33810D" "BnaC04g53090D"
"1676" "BnaA02g09210D" "BnaC03g02250D" "BnaA03g52970D" "BnaC03g03750D"
"1677" "BnaC09g03240D" "BnaC03g01230D" "BnaA10g16720D" "BnaC06g20370D"
"1678" "BnaCnng04030D" "BnaA06g27630D" "BnaC06g40370D" "BnaC02g01860D"
"1679" "BnaA02g02820D" "BnaC08g43130D" "BnaA07g09580D" "BnaC02g06080D"
"1680" "BnaC02g02260D" "BnaC03g64940D" "BnaC06g26800D" "BnaC09g01880D"
"1681" "BnaC02g05120D" "BnaAnng18000D" "BnaC05g48840D" "BnaC05g48460D"
"1682" "BnaC02g13390D" "BnaCnng03860D" "BnaC01g32540D" "BnaC04g29010D"
"1683" "BnaA06g15580D" "BnaA10g11050D" "BnaC02g42560D" "BnaC03g02610D"
"1684" "BnaAnng37980D" "BnaA04g18230D" "BnaC07g42740D" "BnaA08g25460D"
"1685" "BnaC02g39110D" "BnaC08g37390D" "BnaC02g26920D" "BnaA03g26900D"
"1686" "BnaCnng00080D" "BnaA01g32710D" "BnaAnng17930D" "BnaA10g27470D"
"1687" "BnaA09g47320D" "BnaC09g43770D" "BnaC05g47680D" "BnaC03g22410D"
"1688" "BnaC03g02650D" "BnaA04g09120D" "BnaC09g00160D" "BnaC06g41200D"
"1689" "BnaC09g24020D" "BnaA07g06720D" "BnaC02g06700D" "BnaAnng33600D"
"1690" "BnaC03g05050D" "BnaA02g36110D" "BnaA07g15250D" "BnaC02g03050D"
"1691" "BnaCnng50190D" "BnaC06g43010D" "BnaAnng06350D" "BnaA08g16590D"
"1692" "BnaAnng17930D" "BnaA07g09610D" "BnaCnng01120D" "BnaC04g27730D"
"1693" "BnaA03g55040D" "BnaC09g00130D" "BnaA04g09710D" "BnaC03g07480D"
"1694" "BnaC09g02460D" "BnaC03g46120D" "BnaCnng43890D" "BnaC08g45030D"
"1695" "BnaA04g15630D" "BnaC06g04090D" "BnaA07g11250D" "BnaCnng02800D"
"1696" "BnaC05g41740D" "BnaC09g03080D" "BnaA04g04980D" "BnaA09g11010D"
"1697" "BnaC01g13210D" "BnaCnng05910D" "BnaAnng23390D" "BnaC09g24290D"
"1698" "BnaA09g48850D" "BnaAnng02510D" "BnaA01g22130D" "BnaC02g05950D"
"1699" "BnaC05g48770D" "BnaA04g17580D" "BnaC01g38670D" "BnaC05g48490D"
"1700" "BnaA10g27470D" "BnaC05g47680D" "BnaAnng02510D" "BnaC08g44230D"
"1701" "BnaC03g01390D" "BnaA02g02540D" "BnaA09g20300D" "BnaC03g29980D"
"1702" "BnaA10g04170D" "BnaC05g10690D" "BnaA08g04190D" "BnaA01g26490D"
"1703" "BnaA03g34920D" "BnaA01g18750D" "BnaC02g07510D" "BnaA02g11410D"
"1704" "BnaC02g28380D" "BnaC01g36500D" "BnaA04g17580D" "BnaA07g32780D"
"1705" "BnaC09g38510D" "BnaAnng33760D" "BnaA03g59660D" "BnaC03g76450D"
"1706" "BnaC03g01880D" "BnaC09g39750D" "BnaCnng70820D" "BnaA08g29920D"
"1707" "BnaA09g03700D" "BnaC09g02730D" "BnaC03g41590D" "BnaCnng03860D"
"1708" "BnaC03g68280D" "BnaC05g48490D" "BnaA02g08950D" "BnaC07g04670D"
"1709" "BnaC09g17130D" "BnaC03g66990D" "BnaCnng40340D" "BnaA10g25180D"
"1710" "BnaC03g76450D" "BnaC06g37610D" "BnaC03g48560D" "BnaC03g07210D"
"1711" "BnaA06g31950D" "BnaC02g00230D" "BnaA02g04470D" "BnaA06g39470D"
"1712" "BnaC09g50610D" "BnaA06g28610D" "BnaC02g07470D" "BnaC01g35540D"
"1713" "BnaC08g44990D" "BnaA09g31710D" "BnaA09g16260D" "BnaC09g02990D"
"1714" "BnaC07g35100D" "BnaC09g24020D" "BnaC05g10310D" "BnaA09g20120D"
"1715" "BnaC06g26800D" "BnaA04g10690D" "BnaC09g00090D" "BnaCnng40340D"
"1716" "BnaC02g41410D" "BnaC06g14940D" "BnaC03g46120D" "BnaA10g27580D"
"1717" "BnaA10g17180D" "BnaC07g11430D" "BnaC01g29730D" "BnaC02g42010D"
"1718" "BnaC01g02020D" "BnaC01g18110D" "BnaC03g73030D" "BnaC09g03100D"
"1719" "BnaC02g05460D" "BnaA09g16260D" "BnaAnng31020D" "BnaC09g24020D"
"1720" "BnaA01g22030D" "BnaC09g02990D" "BnaC03g31010D" "BnaAnng12480D"
"1721" "BnaA09g04140D" "BnaC03g03530D" "BnaCnng00830D" "BnaA09g43790D"
"1722" "BnaC07g33990D" "BnaC03g28790D" "BnaC05g48640D" "BnaA07g25890D"
"1723" "BnaA04g09120D" "BnaC02g31150D" "BnaC03g01730D" "BnaAnng02180D"
"1724" "BnaC06g14900D" "BnaC03g00550D" "BnaC09g01790D" "BnaA08g03900D"
"1725" "BnaC07g10740D" "BnaC05g48320D" "BnaC03g01230D" "BnaA02g36110D"
"1726" "BnaC02g45240D" "BnaC02g06500D" "BnaC04g38810D" "BnaC02g44170D"
"1727" "BnaA01g08560D" "BnaAnng33600D" "BnaCnng23260D" "BnaA02g03500D"
"1728" "BnaCnng74570D" "BnaC03g22410D" "BnaC08g38870D" "BnaC09g50760D"
"1729" "BnaC01g10220D" "BnaAnng08710D" "BnaCnng01090D" "BnaC02g00230D"
"1730" "BnaC03g01110D" "BnaC03g29830D" "BnaCnng03860D" "BnaCnng17700D"
"1731" "BnaA02g06620D" "BnaC03g30690D" "BnaC08g42290D" "BnaC02g37640D"
"1732" "BnaAnng31020D" "BnaCnng23260D" "BnaC03g22570D" "BnaC03g73950D"
"1733" "BnaA10g13000D" "BnaA07g11270D" "BnaC02g48490D" "BnaA02g09210D"
"1734" "BnaA06g21190D" "BnaC03g28360D" "BnaC04g27730D" "BnaAnng31030D"
"1735" "BnaAnng25960D" "BnaC02g07510D" "BnaC07g33990D" "BnaC09g03090D"
